Transaction,datetime,Item,beverage,other,kids,snacks,bread,breakfast_pastry,breakfast,dessert,condiments,lunch,other_food,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
1164,2016-11-12 13:55:38,SoupCoffeeBread,1,0,0,0,1,0,0,0,0,1,0,13,False,True,False,False,False,False
1165,2016-11-12 13:57:49,FrittataBreadMuffin,0,0,0,0,1,1,1,0,0,0,0,13,False,True,False,False,False,False
1166,2016-11-12 14:00:25,Farm HouseBreadMuffin,0,0,0,0,1,1,0,0,0,0,1,14,False,True,False,False,False,False
1167,2016-11-12 14:06:37,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,True,False,False,False,False
1168,2016-11-12 14:07:49,BreadCoffeeBread,1,0,0,0,2,0,0,0,0,0,0,14,False,True,False,False,False,False
1169,2016-11-12 14:08:25,Farm House,0,0,0,0,0,0,0,0,0,0,1,14,False,True,False,False,False,False
1170,2016-11-12 14:18:07,BreadCoffeeMuffinCookies,1,0,0,0,1,1,0,1,0,0,0,14,False,True,False,False,False,False
1171,2016-11-12 14:19:22,Hot chocolateCoffee,2,0,0,0,0,0,0,0,0,0,0,14,False,True,False,False,False,False
1172,2016-11-12 14:20:07,MuffinJam,0,0,0,0,0,1,0,0,1,0,0,14,False,True,False,False,False,False
1173,2016-11-12 14:22:20,CoffeeHot chocolateTea,3,0,0,0,0,0,0,0,0,0,0,14,False,True,False,False,False,False
1174,2016-11-12 14:26:11,CoffeeCoffeeAlfajores,2,0,0,0,0,0,0,1,0,0,0,14,False,True,False,False,False,False
1175,2016-11-12 14:35:38,TeaHearty & SeasonalFarm House,1,0,0,0,0,0,0,0,0,0,2,14,False,True,False,False,False,False
1176,2016-11-12 14:42:31,BreadCoffeeAlfajoresCookies,1,0,0,0,1,0,0,2,0,0,0,14,False,True,False,False,False,False
1177,2016-11-12 14:48:20,Hearty & SeasonalSandwichBreadMuffinBrownie,0,0,0,0,1,1,0,1,0,1,1,14,False,True,False,False,False,False
1178,2016-11-12 15:00:37,CoffeeTrufflesBrownieAlfajores,1,0,0,0,0,0,0,3,0,0,0,15,False,True,False,False,False,False
1179,2016-11-12 15:03:00,CoffeeTeaBread,2,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
1180,2016-11-12 15:06:05,TeaCoffeeMuffinKeeping It Local,2,0,0,0,0,1,0,0,0,0,1,15,False,True,False,False,False,False
1181,2016-11-12 15:09:52,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,15,False,True,False,False,False,False
1182,2016-11-12 15:15:47,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
1183,2016-11-12 15:20:01,TeaHot chocolateAlfajores,2,0,0,0,0,0,0,1,0,0,0,15,False,True,False,False,False,False
1184,2016-11-12 15:25:12,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
1185,2016-11-12 15:29:07,AlfajoresTruffles,0,0,0,0,0,0,0,2,0,0,0,15,False,True,False,False,False,False
1186,2016-11-12 15:31:17,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,True,False,False,False,False
1187,2016-11-12 15:32:29,BreadBrownieMuffin,0,0,0,0,1,1,0,1,0,0,0,15,False,True,False,False,False,False
1188,2016-11-12 15:35:24,CoffeeBrownieCoffee,2,0,0,0,0,0,0,1,0,0,0,15,False,True,False,False,False,False
1189,2016-11-12 15:37:02,BreadBread,0,0,0,0,2,0,0,0,0,0,0,15,False,True,False,False,False,False
1190,2016-11-12 15:47:59,BreadAlfajoresMuffin,0,0,0,0,1,1,0,1,0,0,0,15,False,True,False,False,False,False
1191,2016-11-12 15:53:47,TrufflesFrittata,0,0,0,0,0,0,1,1,0,0,0,15,False,True,False,False,False,False
1192,2016-11-12 15:54:58,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,True,False,False,False,False
1193,2016-11-12 16:03:19,Bread,0,0,0,0,1,0,0,0,0,0,0,16,False,True,False,False,False,False
1194,2016-11-12 16:09:16,CoffeeMuffin,1,0,0,0,0,1,0,0,0,0,0,16,False,True,False,False,False,False
1195,2016-11-12 16:12:36,Muffin,0,0,0,0,0,1,0,0,0,0,0,16,False,True,False,False,False,False
1196,2016-11-12 16:13:45,Juice,1,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,False,False
1197,2016-11-12 16:14:10,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,False,False
1198,2016-11-12 16:36:12,Muffin,0,0,0,0,0,1,0,0,0,0,0,16,False,True,False,False,False,False
1199,2016-11-12 16:46:30,Bread,0,0,0,0,1,0,0,0,0,0,0,16,False,True,False,False,False,False
1200,2016-11-12 16:59:00,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,False,False
1201,2016-11-13 09:32:34,TartineCoffeeTea,2,0,0,0,0,0,0,1,0,0,0,9,False,False,True,False,False,False
1202,2016-11-13 09:47:12,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
1203,2016-11-13 09:48:58,CoffeeTeaNONE,2,1,0,0,0,0,0,0,0,0,0,9,False,False,True,False,False,False
1204,2016-11-13 09:50:39,MedialunaCoffee,1,0,0,0,0,1,0,0,0,0,0,9,False,False,True,False,False,False
1205,2016-11-13 09:55:59,MedialunaBreadCoffeePastryNONEFarm House,1,1,0,0,1,2,0,0,0,0,1,9,False,False,True,False,False,False
1206,2016-11-13 09:59:00,BreadPastryBread,0,0,0,0,2,1,0,0,0,0,0,9,False,False,True,False,False,False
1207,2016-11-13 10:03:42,MedialunaCoffeeBread,1,0,0,0,1,1,0,0,0,0,0,10,False,False,True,False,False,False
1208,2016-11-13 10:15:17,Pastry,0,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
1209,2016-11-13 10:19:25,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
1210,2016-11-13 10:21:02,MedialunaPastryBread,0,0,0,0,1,2,0,0,0,0,0,10,False,False,True,False,False,False
1211,2016-11-13 10:24:58,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,10,False,False,True,False,False,False
1212,2016-11-13 10:30:44,BreadFarm HouseJamPastry,0,0,0,0,1,1,0,0,1,0,1,10,False,False,True,False,False,False
1213,2016-11-13 10:35:55,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,True,False,False,False
1214,2016-11-13 10:45:21,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,10,False,False,True,False,False,False
1215,2016-11-13 10:53:17,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,True,False,False,False
1216,2016-11-13 11:07:58,NONETeaBread,1,1,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
1217,2016-11-13 11:12:10,BreadPastry,0,0,0,0,1,1,0,0,0,0,0,11,False,False,True,False,False,False
1218,2016-11-13 11:16:05,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,11,False,False,True,False,False,False
1219,2016-11-13 11:16:39,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
1220,2016-11-13 11:19:32,CoffeeHot chocolatePastry,2,0,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
1221,2016-11-13 11:23:11,BreadMuffin,0,0,0,0,1,1,0,0,0,0,0,11,False,False,True,False,False,False
1222,2016-11-13 11:25:10,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,11,False,False,True,False,False,False
1223,2016-11-13 11:28:57,BreadCoffeeMedialuna,1,0,0,0,1,1,0,0,0,0,0,11,False,False,True,False,False,False
1224,2016-11-13 11:31:06,CoffeePastryBread,1,0,0,0,1,1,0,0,0,0,0,11,False,False,True,False,False,False
1225,2016-11-13 11:33:56,Medialuna,0,0,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
1226,2016-11-13 11:34:54,Brownie,0,0,0,0,0,0,0,1,0,0,0,11,False,False,True,False,False,False
1227,2016-11-13 11:37:33,Muffin,0,0,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
1228,2016-11-13 11:41:45,Hearty & SeasonalNONE,0,1,0,0,0,0,0,0,0,0,1,11,False,False,True,False,False,False
1229,2016-11-13 11:42:45,CoffeeBreadNONE,1,1,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
1230,2016-11-13 11:44:44,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,11,False,False,True,False,False,False
1231,2016-11-13 11:48:20,CoffeeCoffeeKeeping It LocalBread,2,0,0,0,1,0,0,0,0,0,1,11,False,False,True,False,False,False
1232,2016-11-13 11:49:59,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
1233,2016-11-13 11:50:37,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,True,False,False,False
1234,2016-11-13 11:53:14,NONECoffeeCoffeeHot chocolateMedialuna,3,1,0,0,0,1,0,0,0,0,0,11,False,False,True,False,False,False
1235,2016-11-13 11:54:03,BrownieBread,0,0,0,0,1,0,0,1,0,0,0,11,False,False,True,False,False,False
1236,2016-11-13 11:55:19,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,True,False,False,False
1237,2016-11-13 11:57:47,SandwichNONECoffeeCoffee,2,1,0,0,0,0,0,0,0,1,0,11,False,False,True,False,False,False
1238,2016-11-13 11:59:58,BreadBreadBrownie,0,0,0,0,2,0,0,1,0,0,0,11,False,False,True,False,False,False
1239,2016-11-13 12:02:45,BrownieCoffeeBread,1,0,0,0,1,0,0,1,0,0,0,12,False,False,True,False,False,False
1240,2016-11-13 12:07:00,SandwichBrownieHot chocolateCoffee,2,0,0,0,0,0,0,1,0,1,0,12,False,False,True,False,False,False
1241,2016-11-13 12:07:59,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,True,False,False,False
1242,2016-11-13 12:14:13,BreadNONEMineral water,1,1,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
1243,2016-11-13 12:16:32,CoffeeCoffeeNONE,2,1,0,0,0,0,0,0,0,0,0,12,False,False,True,False,False,False
1244,2016-11-13 12:17:09,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
1245,2016-11-13 12:28:48,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
1246,2016-11-13 12:45:22,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,True,False,False,False
1247,2016-11-13 12:53:08,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,True,False,False,False
1248,2016-11-13 13:01:23,NONEBaconArt TrayCoffeeCoffeeJuice,3,1,0,0,0,0,0,0,1,0,1,13,False,False,True,False,False,False
1249,2016-11-13 13:04:04,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,True,False,False,False
1250,2016-11-13 13:13:15,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,True,False,False,False
1251,2016-11-13 13:17:17,Hearty & SeasonalCoffeeTea,2,0,0,0,0,0,0,0,0,0,1,13,False,False,True,False,False,False
1252,2016-11-13 13:19:35,BrownieMedialunaMuffin,0,0,0,0,0,2,0,1,0,0,0,13,False,False,True,False,False,False
1253,2016-11-13 13:29:47,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,True,False,False,False
1254,2016-11-13 13:37:07,BreadBrownieMuffinBreadMy-5 Fruit Shoot,0,0,1,0,2,1,0,1,0,0,0,13,False,False,True,False,False,False
1255,2016-11-13 13:39:25,BrownieAlfajoresCoffeeBread,1,0,0,0,1,0,0,2,0,0,0,13,False,False,True,False,False,False
1256,2016-11-13 13:50:52,BreadJamSpread,0,0,0,0,1,0,0,0,2,0,0,13,False,False,True,False,False,False
1257,2016-11-13 13:52:27,Brownie,0,0,0,0,0,0,0,1,0,0,0,13,False,False,True,False,False,False
1258,2016-11-13 13:59:28,CoffeeHearty & Seasonal,1,0,0,0,0,0,0,0,0,0,1,13,False,False,True,False,False,False
1259,2016-11-13 14:14:28,BreadBreadKeeping It LocalNONEHearty & SeasonalTea,1,1,0,0,2,0,0,0,0,0,2,14,False,False,True,False,False,False
1260,2016-11-13 14:28:42,CoffeeCokeMineral waterBreadBrownie,3,0,0,0,1,0,0,1,0,0,0,14,False,False,True,False,False,False
1261,2016-11-13 14:36:10,MuffinCoffeeTea,2,0,0,0,0,1,0,0,0,0,0,14,False,False,True,False,False,False
1262,2016-11-13 14:39:17,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,True,False,False,False
1263,2016-11-13 15:02:03,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,False,True,False,False,False
1264,2016-11-13 15:12:01,CoffeeCoffeeTeaFrittataKeeping It LocalBread,3,0,0,0,1,0,1,0,0,0,1,15,False,False,True,False,False,False
1265,2016-11-13 15:23:40,Cookies,0,0,0,0,0,0,0,1,0,0,0,15,False,False,True,False,False,False
1266,2016-11-13 16:35:54,BreadCake,0,0,0,0,1,0,0,1,0,0,0,16,False,False,True,False,False,False
1267,2016-11-13 16:39:20,CoffeeCoffeeFudgeBread,2,0,0,0,1,0,0,1,0,0,0,16,False,False,True,False,False,False
1268,2016-11-13 16:41:30,Muffin,0,0,0,0,0,1,0,0,0,0,0,16,False,False,True,False,False,False
1269,2016-11-13 16:45:17,CoffeeKids biscuit,1,0,1,0,0,0,0,0,0,0,0,16,False,False,True,False,False,False
1270,2016-11-13 16:47:09,JuiceMuffinBrownie,1,0,0,0,0,1,0,1,0,0,0,16,False,False,True,False,False,False
1271,2016-11-13 16:47:49,Kids biscuit,0,0,1,0,0,0,0,0,0,0,0,16,False,False,True,False,False,False
1272,2016-11-13 16:59:24,Kids biscuit,0,0,1,0,0,0,0,0,0,0,0,16,False,False,True,False,False,False
1273,2016-11-13 17:42:47,Art TrayTartine,0,0,0,0,0,0,0,1,0,0,1,17,False,False,True,False,False,False
1274,2016-11-13 17:47:29,FudgeNONEMy-5 Fruit ShootKids biscuitMuffin,0,1,2,0,0,1,0,1,0,0,0,17,False,False,True,False,False,False
1275,2016-11-14 07:39:27,Coffee,1,0,0,0,0,0,0,0,0,0,0,7,True,False,False,False,False,False
1276,2016-11-14 08:31:39,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,True,False,False,False,False,False
1277,2016-11-14 08:57:31,TeaMedialuna,1,0,0,0,0,1,0,0,0,0,0,8,True,False,False,False,False,False
1278,2016-11-14 08:58:51,MedialunaCoffee,1,0,0,0,0,1,0,0,0,0,0,8,True,False,False,False,False,False
1279,2016-11-14 09:11:20,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,True,False,False,False,False,False
1280,2016-11-14 09:17:55,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,9,True,False,False,False,False,False
1281,2016-11-14 09:31:00,PastryCoffee,1,0,0,0,0,1,0,0,0,0,0,9,True,False,False,False,False,False
1282,2016-11-14 09:38:03,Keeping It LocalNONETeaCoffeeCoffee,3,1,0,0,0,0,0,0,0,0,1,9,True,False,False,False,False,False
1283,2016-11-14 09:59:56,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,True,False,False,False,False,False
1284,2016-11-14 10:01:15,TeaTruffles,1,0,0,0,0,0,0,1,0,0,0,10,True,False,False,False,False,False
1285,2016-11-14 10:05:05,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,True,False,False,False,False,False
1286,2016-11-14 10:06:17,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,10,True,False,False,False,False,False
1287,2016-11-14 10:12:01,MedialunaTrufflesTea,1,0,0,0,0,1,0,1,0,0,0,10,True,False,False,False,False,False
1288,2016-11-14 10:13:05,TeaKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,10,True,False,False,False,False,False
1289,2016-11-14 10:14:51,MedialunaPastryTruffles,0,0,0,0,0,2,0,1,0,0,0,10,True,False,False,False,False,False
1290,2016-11-14 10:18:40,Pastry,0,0,0,0,0,1,0,0,0,0,0,10,True,False,False,False,False,False
1291,2016-11-14 10:32:27,FocacciaFarm House,0,0,0,0,1,0,0,0,0,0,1,10,True,False,False,False,False,False
1292,2016-11-14 10:44:13,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,10,True,False,False,False,False,False
1293,2016-11-14 10:49:38,CoffeeTruffles,1,0,0,0,0,0,0,1,0,0,0,10,True,False,False,False,False,False
1294,2016-11-14 10:59:34,CoffeeCoffeeKids biscuit,2,0,1,0,0,0,0,0,0,0,0,10,True,False,False,False,False,False
1295,2016-11-14 11:12:12,NONECoffeeTea,2,1,0,0,0,0,0,0,0,0,0,11,True,False,False,False,False,False
1296,2016-11-14 11:17:05,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,11,True,False,False,False,False,False
1297,2016-11-14 11:18:59,BreadBread,0,0,0,0,2,0,0,0,0,0,0,11,True,False,False,False,False,False
1298,2016-11-14 11:24:21,Bread,0,0,0,0,1,0,0,0,0,0,0,11,True,False,False,False,False,False
1299,2016-11-14 11:35:44,Medialuna,0,0,0,0,0,1,0,0,0,0,0,11,True,False,False,False,False,False
1300,2016-11-14 11:36:49,Bread,0,0,0,0,1,0,0,0,0,0,0,11,True,False,False,False,False,False
1301,2016-11-14 11:40:40,TeaBread,1,0,0,0,1,0,0,0,0,0,0,11,True,False,False,False,False,False
1303,2016-11-14 12:00:22,Mineral waterCoffeeKids biscuitMuffin,2,0,1,0,0,1,0,0,0,0,0,12,True,False,False,False,False,False
1304,2016-11-14 12:05:23,Pastry,0,0,0,0,0,1,0,0,0,0,0,12,True,False,False,False,False,False
1305,2016-11-14 12:08:51,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,12,True,False,False,False,False,False
1306,2016-11-14 12:20:23,BreadSandwichTea,1,0,0,0,1,0,0,0,0,1,0,12,True,False,False,False,False,False
1307,2016-11-14 12:22:39,FudgeFudgeBreadTruffles,0,0,0,0,1,0,0,3,0,0,0,12,True,False,False,False,False,False
1308,2016-11-14 12:28:32,SandwichCoffee,1,0,0,0,0,0,0,0,0,1,0,12,True,False,False,False,False,False
1309,2016-11-14 12:29:09,CoffeeTeaTruffles,2,0,0,0,0,0,0,1,0,0,0,12,True,False,False,False,False,False
1310,2016-11-14 12:39:12,Bread,0,0,0,0,1,0,0,0,0,0,0,12,True,False,False,False,False,False
1311,2016-11-14 12:41:02,SandwichCoffeeTea,2,0,0,0,0,0,0,0,0,1,0,12,True,False,False,False,False,False
1313,2016-11-14 12:52:11,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,True,False,False,False,False,False
1314,2016-11-14 13:03:24,SandwichBread,0,0,0,0,1,0,0,0,0,1,0,13,True,False,False,False,False,False
1315,2016-11-14 13:09:13,Hearty & SeasonalHearty & SeasonalAlfajoresTruffles,0,0,0,0,0,0,0,2,0,0,2,13,True,False,False,False,False,False
1316,2016-11-14 13:14:17,FrittataMuffinCoffeeCoffee,2,0,0,0,0,1,1,0,0,0,0,13,True,False,False,False,False,False
1317,2016-11-14 13:19:14,SandwichHot chocolateCoffeeHearty & SeasonalCookies,2,0,0,0,0,0,0,1,0,1,1,13,True,False,False,False,False,False
1318,2016-11-14 13:20:35,BreadBreadSandwich,0,0,0,0,2,0,0,0,0,1,0,13,True,False,False,False,False,False
1319,2016-11-14 13:35:47,Farm House,0,0,0,0,0,0,0,0,0,0,1,13,True,False,False,False,False,False
1320,2016-11-14 13:36:40,CoffeeMuffin,1,0,0,0,0,1,0,0,0,0,0,13,True,False,False,False,False,False
1321,2016-11-14 13:38:42,ScandinavianBread,0,0,0,0,2,0,0,0,0,0,0,13,True,False,False,False,False,False
1322,2016-11-14 13:41:26,SandwichSoupCoffeeTea,2,0,0,0,0,0,0,0,0,2,0,13,True,False,False,False,False,False
1323,2016-11-14 13:45:05,Farm House,0,0,0,0,0,0,0,0,0,0,1,13,True,False,False,False,False,False
1324,2016-11-14 13:49:16,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,13,True,False,False,False,False,False
1325,2016-11-14 14:01:15,SoupJamMuffinCoffee,1,0,0,0,0,1,0,0,1,1,0,14,True,False,False,False,False,False
1326,2016-11-14 14:02:19,Bread,0,0,0,0,1,0,0,0,0,0,0,14,True,False,False,False,False,False
1327,2016-11-14 14:06:07,CoffeeSoup,1,0,0,0,0,0,0,0,0,1,0,14,True,False,False,False,False,False
1328,2016-11-14 14:41:15,CoffeeCoffeeMuffin,2,0,0,0,0,1,0,0,0,0,0,14,True,False,False,False,False,False
1329,2016-11-14 14:43:40,BreadMuffinKids biscuit,0,0,1,0,1,1,0,0,0,0,0,14,True,False,False,False,False,False
1330,2016-11-14 15:02:36,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,15,True,False,False,False,False,False
1331,2016-11-14 15:14:46,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,True,False,False,False,False,False
1332,2016-11-14 15:29:08,Muffin,0,0,0,0,0,1,0,0,0,0,0,15,True,False,False,False,False,False
1333,2016-11-14 15:34:10,Ella's Kitchen PouchesBreadMuffin,0,0,1,0,1,1,0,0,0,0,0,15,True,False,False,False,False,False
1334,2016-11-14 15:40:05,SoupSandwichFrittata,0,0,0,0,0,0,1,0,0,2,0,15,True,False,False,False,False,False
1335,2016-11-14 15:42:20,BreadSandwich,0,0,0,0,1,0,0,0,0,1,0,15,True,False,False,False,False,False
1336,2016-11-14 15:56:19,CoffeeBreadCoffeeBreadCookies,2,0,0,0,2,0,0,1,0,0,0,15,True,False,False,False,False,False
1337,2016-11-14 16:08:48,BreadArt TrayTeaHot chocolate,2,0,0,0,1,0,0,0,0,0,1,16,True,False,False,False,False,False
1338,2016-11-14 16:11:32,Art TrayCoffeeHot chocolateJuiceMuffin,3,0,0,0,0,1,0,0,0,0,1,16,True,False,False,False,False,False
1339,2016-11-14 16:26:53,Hot chocolateCoffee,2,0,0,0,0,0,0,0,0,0,0,16,True,False,False,False,False,False
1340,2016-11-14 17:12:26,Farm House,0,0,0,0,0,0,0,0,0,0,1,17,True,False,False,False,False,False
1341,2016-11-14 18:17:07,Farm HouseMuffin,0,0,0,0,0,1,0,0,0,0,1,18,True,False,False,False,False,False
1342,2016-11-15 07:42:27,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,7,False,False,False,False,True,False
1343,2016-11-15 08:14:31,BreadKeeping It Local,0,0,0,0,1,0,0,0,0,0,1,8,False,False,False,False,True,False
1344,2016-11-15 09:02:19,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,True,False
1345,2016-11-15 09:07:38,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,True,False
1346,2016-11-15 09:13:22,MedialunaTeaCoffee,2,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,True,False
1347,2016-11-15 09:16:53,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,True,False
1348,2016-11-15 09:17:58,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,True,False
1349,2016-11-15 09:19:02,Coke,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,True,False
1350,2016-11-15 09:23:39,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,True,False
1351,2016-11-15 09:36:13,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,False,False,False,True,False
1352,2016-11-15 10:01:55,CoffeeCoffeeKeeping It LocalBread,2,0,0,0,1,0,0,0,0,0,1,10,False,False,False,False,True,False
1353,2016-11-15 10:07:20,CoffeeTruffles,1,0,0,0,0,0,0,1,0,0,0,10,False,False,False,False,True,False
1354,2016-11-15 10:09:45,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,True,False
1355,2016-11-15 10:18:15,CoffeeTeaKeeping It Local,2,0,0,0,0,0,0,0,0,0,1,10,False,False,False,False,True,False
1356,2016-11-15 10:46:13,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,10,False,False,False,False,True,False
1357,2016-11-15 10:49:21,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,True,False
1358,2016-11-15 10:52:23,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,True,False
1359,2016-11-15 11:02:54,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,True,False
1360,2016-11-15 11:04:23,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,True,False
1361,2016-11-15 11:06:29,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,11,False,False,False,False,True,False
1362,2016-11-15 11:10:30,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,True,False
1363,2016-11-15 11:15:32,Farm House,0,0,0,0,0,0,0,0,0,0,1,11,False,False,False,False,True,False
1364,2016-11-15 11:37:16,CoffeeKids biscuit,1,0,1,0,0,0,0,0,0,0,0,11,False,False,False,False,True,False
1365,2016-11-15 11:41:36,TeaMuffin,1,0,0,0,0,1,0,0,0,0,0,11,False,False,False,False,True,False
1366,2016-11-15 11:43:28,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,True,False
1367,2016-11-15 11:44:22,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,11,False,False,False,False,True,False
1368,2016-11-15 11:51:10,ScandinavianCoffeeSoup,1,0,0,0,1,0,0,0,0,1,0,11,False,False,False,False,True,False
1369,2016-11-15 11:56:51,ScandinavianPastryMuffin,0,0,0,0,1,2,0,0,0,0,0,11,False,False,False,False,True,False
1370,2016-11-15 12:00:24,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,12,False,False,False,False,True,False
1371,2016-11-15 12:08:55,SoupHearty & SeasonalTea,1,0,0,0,0,0,0,0,0,1,1,12,False,False,False,False,True,False
1372,2016-11-15 12:13:28,BreadScandinavian,0,0,0,0,2,0,0,0,0,0,0,12,False,False,False,False,True,False
1373,2016-11-15 12:18:46,ScandinavianBreadTruffles,0,0,0,0,2,0,0,1,0,0,0,12,False,False,False,False,True,False
1374,2016-11-15 12:20:36,CoffeeCoffeeSoup,2,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,True,False
1375,2016-11-15 12:22:24,MedialunaMedialuna,0,0,0,0,0,2,0,0,0,0,0,12,False,False,False,False,True,False
1376,2016-11-15 12:28:25,CoffeeCoffeeMedialunaMedialunaBread,2,0,0,0,1,2,0,0,0,0,0,12,False,False,False,False,True,False
1377,2016-11-15 12:36:12,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,True,False
1378,2016-11-15 12:37:47,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,True,False
1379,2016-11-15 12:50:18,SoupSandwich,0,0,0,0,0,0,0,0,0,2,0,12,False,False,False,False,True,False
1380,2016-11-15 13:02:04,SandwichHearty & SeasonalCoffee,1,0,0,0,0,0,0,0,0,1,1,13,False,False,False,False,True,False
1381,2016-11-15 13:02:39,Soup,0,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,True,False
1382,2016-11-15 13:11:28,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,True,False
1383,2016-11-15 13:16:42,SoupCoffeePastry,1,0,0,0,0,1,0,0,0,1,0,13,False,False,False,False,True,False
1384,2016-11-15 13:17:11,PastryCoffeeCoffee,2,0,0,0,0,1,0,0,0,0,0,13,False,False,False,False,True,False
1386,2016-11-15 13:30:54,CoffeeCoffeeSoupBread,2,0,0,0,1,0,0,0,0,1,0,13,False,False,False,False,True,False
1387,2016-11-15 13:34:06,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,True,False
